Notes,County,County Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Unspecified severe protein-energy malnutrition,E43,19,3979730,Unreliable,0.28744,0.74555,0.0000062
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Unspecified protein-energy malnutrition,E46,47,3979730,1.18098,0.86774,1.57046,0.0000154
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Extreme obesity with alveolar hypoventilation,E66.2,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Other obesity,E66.8,65,3979730,1.63328,1.26053,2.08174,0.0000213
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Obesity, unspecified",E66.9,41,3979730,1.03022,0.73931,1.39761,0.0000134
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Pure hypercholesterolaemia,E78.0,41,3979730,1.03022,0.73931,1.39761,0.0000134
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hyperlipidaemia, unspecified",E78.5,167,3979730,4.19626,3.55982,4.83271,0.0000547
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Organ-limited amyloidosis,E85.4,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Volume depletion,E86,80,3979730,2.01019,1.59396,2.50186,0.0000262
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Hyperosmolality and hypernatraemia,E87.0,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Acidosis,E87.2,23,3979730,0.57793,0.36635,0.86718,0.0000075
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,Hyperkalaemia,E87.5,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Metabolic disorder, unspecified",E88.9,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,Multi-infarct dementia,F01.1,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Vascular dementia, unspecified",F01.9,90,3979730,2.26146,1.81849,2.77972,0.0000295
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,1269,3979730,31.88659,30.13217,33.641,0.0004155
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Delirium, unspecified",F05.9,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,25,3979730,0.62818,0.40653,0.92732,0.0000082
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,24,3979730,0.60306,0.38639,0.8973,0.0000079
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,12,3979730,Unreliable,0.1558,0.52671,0.0000039
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,Mental and behavioural disorders,F01-F99,"Depressive episode, unspecified",F32.9,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Huntington disease,G10,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Motor neuron disease,G12.2,105,3979730,2.63837,2.13371,3.14303,0.0000344
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Parkinson disease,G20,300,3979730,7.5382,6.68517,8.39123,0.0000982
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Alzheimer disease with late onset,G30.1,30,3979730,0.75382,0.5086,1.07612,0.0000098
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,1242,3979730,31.20815,29.47249,32.9438,0.0004067
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Senile degeneration of brain, not elsewhere classified",G31.1,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Other specified degenerative diseases of nervous system,G31.8,32,3979730,0.80407,0.54999,1.13511,0.0000105
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Multiple sclerosis,G35,60,3979730,1.50764,1.1505,1.94063,0.0000196
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Epilepsy, unspecified",G40.9,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Sleep apnoea,G47.3,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Myasthenia gravis,G70.0,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,Muscular dystrophy,G71.0,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Infantile cerebral palsy, unspecified",G80.9,22,3979730,0.5528,0.34644,0.83695,0.0000072
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Tetraplegia, unspecified",G82.5,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Anoxic brain damage, not elsewhere classified",G93.1,64,3979730,1.60815,1.23847,2.05357,0.000021
,"Broome County, NY",36007,Diseases of the nervous system,G00-G98,"Encephalopathy, unspecified",G93.4,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Mitral stenosis,I05.0,20,3979730,0.50255,0.30697,0.77614,0.0000065
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Mitral valve disease, unspecified",I05.9,18,3979730,Unreliable,0.26806,0.71482,0.0000059
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,299,3979730,7.51307,6.66147,8.36468,0.0000979
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Hypertensive heart disease with (congestive) heart failure,I11.0,173,3979730,4.34703,3.69925,4.99481,0.0000566
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,194,3979730,4.8747,4.18874,5.56067,0.0000635
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,182,3979730,4.57317,3.90876,5.23759,0.0000596
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with renal failure,I13.1,24,3979730,0.60306,0.38639,0.8973,0.0000079
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,55,3979730,1.382,1.04112,1.79887,0.000018
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Acute subendocardial myocardial infarction,I21.4,37,3979730,0.92971,0.6546,1.28149,0.0000121
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,3036,3979730,76.28658,73.57294,79.00023,0.0009941
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Acute ischaemic heart disease, unspecified",I24.9,38,3979730,0.95484,0.6757,1.31059,0.0000124
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,255,3979730,6.40747,5.62102,7.19392,0.0000835
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,4357,3979730,109.47979,106.22894,112.73063,0.0014266
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Old myocardial infarction,I25.2,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,256,3979730,6.4326,5.6446,7.22059,0.0000838
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Other forms of chronic ischaemic heart disease,I25.8,45,3979730,1.13073,0.82477,1.51301,0.0000147
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,149,3979730,3.74397,3.1428,4.34514,0.0000488
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,114,3979730,2.86452,2.33867,3.39036,0.0000373
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Primary pulmonary hypertension,I27.0,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Other secondary pulmonary hypertension,I27.2,69,3979730,1.73379,1.34899,2.19421,0.0000226
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Pulmonary heart disease, unspecified",I27.9,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Acute and subacute infective endocarditis,I33.0,20,3979730,0.50255,0.30697,0.77614,0.0000065
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Mitral (valve) insufficiency,I34.0,28,3979730,0.70357,0.46751,1.01685,0.0000092
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,224,3979730,5.62852,4.89142,6.36562,0.0000733
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Aortic valve disorder, unspecified",I35.9,30,3979730,0.75382,0.5086,1.07612,0.0000098
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,118,3979730,2.96503,2.43004,3.50001,0.0000386
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Dilated cardiomyopathy,I42.0,99,3979730,2.48761,2.0218,3.02856,0.0000324
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Other hypertrophic cardiomyopathy,I42.2,85,3979730,2.13582,1.70601,2.64099,0.0000278
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Alcoholic cardiomyopathy,I42.6,30,3979730,0.75382,0.5086,1.07612,0.0000098
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,214,3979730,5.37725,4.65679,6.09771,0.0000701
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Sudden cardiac death, so described",I46.1,58,3979730,1.45739,1.10665,1.88401,0.000019
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,239,3979730,6.00543,5.24405,6.76681,0.0000783
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Ventricular tachycardia,I47.2,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,453,3979730,11.38268,10.33446,12.4309,0.0001483
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Ventricular fibrillation and flutter,I49.0,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Sick sinus syndrome,I49.5,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,247,3979730,6.20645,5.43243,6.98047,0.0000809
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,828,3979730,20.80543,19.38828,22.22259,0.0002711
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,113,3979730,2.83939,2.31586,3.36292,0.000037
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cardiovascular disease, unspecified",I51.6,25,3979730,0.62818,0.40653,0.92732,0.0000082
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Cardiomegaly,I51.7,20,3979730,0.50255,0.30697,0.77614,0.0000065
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Other ill-defined heart diseases,I51.8,36,3979730,0.90458,0.63356,1.25232,0.0000118
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,48,3979730,1.20611,0.88929,1.59912,0.0000157
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,67,3979730,1.68353,1.30472,2.13802,0.0000219
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in brain stem,I61.3,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in cerebellum,I61.4,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,224,3979730,5.62852,4.89142,6.36562,0.0000733
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Subdural haemorrhage (acute)(nontraumatic),I62.0,56,3979730,1.40713,1.06293,1.82727,0.0000183
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,151,3979730,3.79423,3.18904,4.39942,0.0000494
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,155,3979730,3.89474,3.28158,4.50789,0.0000508
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Cerebral infarction due to embolism of cerebral arteries,I63.4,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,129,3979730,3.24143,2.68206,3.80079,0.0000422
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,1041,3979730,26.15755,24.56854,27.74657,0.0003409
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Cerebral atherosclerosis,I67.2,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Other specified cerebrovascular diseases,I67.8,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Cerebrovascular disease, unspecified",I67.9,45,3979730,1.13073,0.82477,1.51301,0.0000147
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Sequelae of cerebral infarction,I69.3,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,101,3979730,2.53786,2.04291,3.03281,0.0000331
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Sequelae of other and unspecified cerebrovascular diseases,I69.8,234,3979730,5.8798,5.12642,6.63317,0.0000766
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Atherosclerosis of arteries of extremities,I70.2,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Generalized and unspecified atherosclerosis,I70.9,79,3979730,1.98506,1.57159,2.47398,0.0000259
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,57,3979730,1.43226,1.08478,1.85566,0.0000187
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, ruptured",I71.1,33,3979730,0.8292,0.57078,1.16451,0.0000108
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, without mention of rupture",I71.2,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,81,3979730,2.03531,1.61632,2.52971,0.0000265
